#ies_format_version: 1.0
#file: 20260204_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	iec61850_measurement1;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Mod.stVal
#005;	iec61850_measurement2;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Mod.ctlModel
#006;	iec61850_measurement3;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Beh.stVal
#007;	iec61850_measurement4;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Health.stVal
#008;	iec61850_measurement5;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Loc.stVal
#009;	modbus_register1;	FALSE;	TRUE;	0;	other;	SHORT,7. -
#010;	modbus_register2;	FALSE;	TRUE;	0;	other;	SHORT,7. -
YYYYMMDD;	hhmmss;	unixtimestamp;	iec61850_measurement1;	iec61850_measurement2;	iec61850_measurement3;	iec61850_measurement4;	iec61850_measurement5;	modbus_register1;	modbus_register2
20260204;	125304;	1770189784.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125308;	1770189788.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125312;	1770189792.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125316;	1770189796.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125320;	1770189800.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125324;	1770189804.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125328;	1770189808.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125332;	1770189812.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125336;	1770189816.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125340;	1770189820.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125344;	1770189824.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125348;	1770189828.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125352;	1770189832.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125356;	1770189836.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125400;	1770189840.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125404;	1770189844.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125408;	1770189848.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125412;	1770189852.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125416;	1770189856.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125420;	1770189860.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125424;	1770189864.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125428;	1770189868.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125432;	1770189872.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125436;	1770189876.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125440;	1770189880.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125444;	1770189884.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125448;	1770189888.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125452;	1770189892.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125456;	1770189896.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125500;	1770189900.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125504;	1770189904.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125508;	1770189908.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125512;	1770189912.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125516;	1770189916.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125520;	1770189920.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125524;	1770189924.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125528;	1770189928.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125532;	1770189932.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125536;	1770189936.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125540;	1770189940.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125544;	1770189944.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125548;	1770189948.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125552;	1770189952.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125556;	1770189956.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125600;	1770189960.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125604;	1770189964.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125608;	1770189968.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125612;	1770189972.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125616;	1770189976.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125620;	1770189980.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125624;	1770189984.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125628;	1770189988.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125632;	1770189992.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125636;	1770189996.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125640;	1770190000.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125644;	1770190004.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125648;	1770190008.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125652;	1770190012.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125656;	1770190016.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125700;	1770190020.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125704;	1770190024.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125708;	1770190028.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125712;	1770190032.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125716;	1770190036.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125720;	1770190040.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125724;	1770190044.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125728;	1770190048.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125732;	1770190052.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125736;	1770190056.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125740;	1770190060.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125744;	1770190064.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125748;	1770190068.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125752;	1770190072.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125756;	1770190076.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125800;	1770190080.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125804;	1770190084.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125808;	1770190088.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125812;	1770190092.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125816;	1770190096.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125820;	1770190100.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125824;	1770190104.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125828;	1770190108.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125832;	1770190112.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125836;	1770190116.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125840;	1770190120.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125844;	1770190124.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125848;	1770190128.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125852;	1770190132.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125856;	1770190136.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125900;	1770190140.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125904;	1770190144.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125908;	1770190148.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125912;	1770190152.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125916;	1770190156.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125920;	1770190160.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125924;	1770190164.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125928;	1770190168.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125932;	1770190172.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125936;	1770190176.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125940;	1770190180.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125944;	1770190184.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125948;	1770190188.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125952;	1770190192.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	125956;	1770190196.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130000;	1770190200.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130004;	1770190204.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130008;	1770190208.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130012;	1770190212.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130016;	1770190216.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130020;	1770190220.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130024;	1770190224.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130028;	1770190228.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130032;	1770190232.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130036;	1770190236.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130040;	1770190240.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130044;	1770190244.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130048;	1770190248.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130052;	1770190252.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130056;	1770190256.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130100;	1770190260.000;	  +12.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130104;	1770190264.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130108;	1770190268.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130112;	1770190272.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130116;	1770190276.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130120;	1770190280.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130124;	1770190284.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130128;	1770190288.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130132;	1770190292.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130136;	1770190296.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130140;	1770190300.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130144;	1770190304.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130148;	1770190308.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130152;	1770190312.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130156;	1770190316.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130200;	1770190320.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130204;	1770190324.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130208;	1770190328.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130212;	1770190332.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130216;	1770190336.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130220;	1770190340.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130224;	1770190344.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130228;	1770190348.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130232;	1770190352.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130236;	1770190356.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130240;	1770190360.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130244;	1770190364.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130248;	1770190368.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130252;	1770190372.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130256;	1770190376.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130300;	1770190380.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130304;	1770190384.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130308;	1770190388.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130312;	1770190392.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130316;	1770190396.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130320;	1770190400.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130324;	1770190404.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130328;	1770190408.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130332;	1770190412.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130336;	1770190416.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130340;	1770190420.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130344;	1770190424.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130348;	1770190428.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130352;	1770190432.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130356;	1770190436.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130400;	1770190440.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130404;	1770190444.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130408;	1770190448.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130412;	1770190452.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130416;	1770190456.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130420;	1770190460.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130424;	1770190464.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130428;	1770190468.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130432;	1770190472.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130436;	1770190476.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130440;	1770190480.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130444;	1770190484.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	130448;	1770190488.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	130452;	1770190492.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	130456;	1770190496.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	130500;	1770190500.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	130504;	1770190504.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	130508;	1770190508.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	130512;	1770190512.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	130516;	1770190516.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	130520;	1770190520.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      0;	      0
20260204;	130524;	1770190524.000;	     err7;	     err7;	     err7;	     err7;	     err7;	      0;	      0
20260204;	130528;	1770190528.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130532;	1770190532.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130536;	1770190536.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130540;	1770190540.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130544;	1770190544.000;	  +24.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130548;	1770190548.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130552;	1770190552.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130556;	1770190556.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130600;	1770190560.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130604;	1770190564.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130608;	1770190568.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130612;	1770190572.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130616;	1770190576.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130620;	1770190580.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130624;	1770190584.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130628;	1770190588.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130632;	1770190592.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130636;	1770190596.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130640;	1770190600.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130644;	1770190604.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130648;	1770190608.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130652;	1770190612.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130656;	1770190616.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	130700;	1770190620.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
